region_macro;region;city;fias;employer;position_type;salary_min;salary_max;salary_type;vacancy_source
Краснодарский край;Краснодарский край;г Крымск;ae6c6804-3c18-4337-bb6e-7479a8cb64f6;Пив&Ко;Продавец-кассир;25000;35000;net;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;Пират-Мармелад(ИП Афонин Алексей Вячеславович);Продавец-кассир;33000;42000;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;Фитнес История;Продавец-кассир;30000;30000;gross;hh
Московская область;Московская обл;г Реутов;e0504cf6-4d81-401c-b18b-434457aaaa21;Центр рекрутинга IBS;Продавец-кассир;45600;45600;gross;hh
Московская область;Московская обл;г Мытищи;5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f;Центр рекрутинга IBS;Продавец-кассир;45600;45600;gross;hh
Челябинская область;Челябинская обл;г Миасс;f2976e80-32e1-4284-8eda-06cf19239cd1;Первый Рабочий;Продавец-кассир;22000;25000;net;hh
Республика Татарстан;Респ Татарстан;г Нижнекамск;6b849aa8-0782-4c26-b7ac-a0f413f306c0;Галамарт;Продавец-кассир;24000;24000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Триэль;Продавец-кассир;22000;25000;gross;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Ярд;Продавец-кассир;45000;60000;net;hh
Ленинградская область;г Санкт-Петербург;г Петергоф;8f238984-812b-4bb1-850b-49749fb5c56d;Поташ Владимир Леонидович;Продавец-кассир;30000;40000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Успех;Продавец-кассир;24000;48000;gross;hh
Воронежская область;Воронежская обл;г Воронеж;5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1;Armani exchange (ИП Малофеева Светлана Васильевна);Продавец-кассир;20000;60000;net;hh
Челябинская область;Челябинская обл;г Челябинск;a376e68d-724a-4472-be7c-891bdb09ae32;LC Waikiki;Продавец-кассир;22000;25000;net;hh
Удмуртская Республика;Удмуртская Респ;г Глазов;afeea607-0207-467f-8c59-562fc634f924;Петров Сергей Андреевич;Продавец-кассир;17000;25000;gross;hh
Томская область;Томская обл;г Томск;e3b0eae8-a4ce-4779-ae04-5c0797de66be;Престиж Сервис;Продавец-кассир;25000;25000;net;hh
Челябинская область;Челябинская обл;г Магнитогорск;988157bf-d6d5-4c2a-80ec-4ad531eea056;Пекарня Булочка;Продавец-кассир;15000;35000;net;hh
Республика Башкортостан;Респ Башкортостан;г Уфа;7339e834-2cb4-4734-a4c7-1fca2c66e562;АиФ;Продавец-кассир;22500;35000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;СКРАП, группа компаний;Продавец-кассир;30000;35000;net;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;Алко-Люкс;Продавец-кассир;25000;27000;net;hh
Тюменская область;Тюменская обл;г Тюмень;9ae64229-9f7b-4149-b27a-d1f6ec74b5ce;RBT.ru;Продавец-кассир;20000;50000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;PVH (Tommy Hilfiger, Calvin Klein & Heritage brands);Продавец-кассир;30000;60000;net;hh
Московская область;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;КС Интернешнл;Продавец-кассир;35000;40000;net;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;LC Waikiki;Продавец-кассир;20000;24000;net;hh
Республика Адыгея;Респ Адыгея;Яблоновский пгт;034a6b9c-0a4d-42ba-9a63-87dc635d3f20;Супермаркет Пив&Ко;Продавец-кассир;25000;32000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;ГТ Групп;Продавец-кассир;40000;65000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Вороненко Екатерина Евгеньевна;Продавец-кассир;38000;43000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;ЗооОптТорг;Продавец-кассир;30000;50000;net;hh
Ярославская область;Ярославская обл;г Углич;bddb02e3-ce5b-4128-8433-b4ad228914b9;FIX PRICE;Продавец-кассир;20000;22000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Киреев Виталий Валентинович;Продавец-кассир;35000;55000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Вкусный;Продавец-кассир;42000;50000;net;hh
Республика Бурятия;Респ Бурятия;г Улан-Удэ;9fdcc25f-a3d0-4f28-8b61-40648d099065;Мебельщик;Продавец-кассир;20000;35000;net;hh
Алтайский край;Алтайский край;г Барнаул;d13945a8-7017-46ab-b1e6-ede1e89317ad;Вес;Продавец-кассир;15000;21000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Сосновая аллея;Продавец-кассир;37000;57000;gross;hh
Московская область;Московская обл;г Жуковский;fd91f393-4820-437f-a50c-907e9856c374;КС Интернешнл;Продавец-кассир;33000;40000;net;hh
Московская область;Московская обл;г Зарайск;98e62df9-591a-45af-876e-471060d057aa;КС Интернешнл;Продавец-кассир;33000;40000;net;hh
Самарская область;Самарская обл;г Самара;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b;Метр Квадратный;Продавец-кассир;25000;35000;net;hh
Московская область;Московская обл;г Лобня;67c493d4-d141-407e-868b-dafc289503f3;Белорусские колбасы (ИП Серегин Максим Игоревич);Продавец-кассир;50000;60000;net;hh
Ивановская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;FIX PRICE;Продавец-кассир;20000;21000;net;hh
Омская область;Омская обл;г Омск;140e31da-27bf-4519-9ea0-6185d681d44e;Сайсанов Г.С.;Продавец-кассир;25000;30000;net;hh
Курская область;Курская обл;г Щигры;9382c84c-3d08-4136-a674-9402da0b9e40;FIX PRICE;Продавец-кассир;20000;21000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Феникс;Продавец-кассир;25000;45000;gross;hh
Ярославская область;Ярославская обл;г Ярославль;6b1bab7d-ee45-4168-a2a6-4ce2880d90d3;ВелоСтрана (ООО Велоклуб Нбр);Продавец-кассир;23000;23000;net;hh
Кировская область;Кировская обл;г Киров;452a2ddf-88a1-4e35-8d8d-8635493768d4;ТД Зеленая Планета;Продавец-кассир;16000;19000;net;hh
Московская область;Московская обл;г Орехово-Зуево;3aacd7a9-df4e-4c36-a0a8-6b449c387e32;МАГНИТ, Розничная сеть;Продавец-кассир;30000;44000;gross;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Хлебник (ИП Захарчук Анастасия Викторовна);Продавец-кассир;40000;50000;net;hh
Республика Башкортостан;Респ Башкортостан;г Дюртюли;d4ac608f-5096-4529-bab2-68a26c64272e;РБТ (ИП Бизянова Ландыш Магсумзяновна);Продавец-кассир;15000;20000;gross;hh
Московская область;Московская обл;г Орехово-Зуево;0f2f2d09-8e7a-4356-bd4d-0b055d802e7b;Фреш Маркет;Продавец-кассир;47000;56000;gross;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Мясной дворик;Продавец-кассир;35000;60000;net;hh
Республика Татарстан;Респ Татарстан;г Набережные Челны;748d7afa-7407-4876-9f40-764ecdd09bbd;Группа Компаний «GreenSpark»;Продавец-кассир;40000;40000;net;hh
Московская область;Брянская обл;Новая Москва п;dd192381-0f19-4809-93b5-ec13e76c9da5;Bi’noche Chocolaterie;Продавец-кассир;45000;52000;net;hh
Московская область;Московская обл;г Котельники;67488a01-ccb7-4638-bcad-117db0fbe9a3;Шарик плюс;Продавец-кассир;32500;50000;net;hh
Московская область;Московская обл;г Балашиха;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;Микаелян Ашот;Продавец-кассир;30000;40000;net;hh
Республика Марий Эл;Респ Марий Эл;г Йошкар-Ола;0648e41c-a09b-4eac-91cd-8cf61b9ccb7b;Spar;Продавец-кассир;23000;25000;net;hh
Ивановская область;Ивановская обл;г Комсомольск;d812b7bf-68de-4e11-95d6-39f7c8ec111e;FIX PRICE;Продавец-кассир;20000;21000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Пиво!25;Продавец-кассир;25000;45000;net;hh
Воронежская область;Воронежская обл;;d479d838-44a8-4c60-9044-83caa34308e4;Журавлев Александр Игоревич;Продавец-кассир;17000;25000;net;hh
Хабаровский край;Хабаровский край;г Хабаровск;a4859da8-9977-4b62-8436-4e1b98c5d13f;Арт Декор;Продавец-кассир;30000;55000;net;hh
Кемеровская область;Кемеровская область - Кузбасс;г Новокузнецк;b28b6f6f-1435-444e-95a6-68c499b0d27a;Сокур;Продавец-кассир;16000;25000;gross;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Мамедов;Продавец-кассир;30000;45000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;KVGOODS;Продавец-кассир;15000;30000;net;hh
Сахалинская область;Сахалинская обл;г Южно-Сахалинск;44388ad0-06aa-49b0-bbf9-1704629d1d68;Бубль-Гум;Продавец-кассир;40000;40000;net;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Егоян Валерик Симавонович;Продавец-кассир;12000;42000;net;hh
Красноярский край;Красноярский край;г Канск;75917770-c4cb-44d8-afcc-8a6d395c3bc2;Щербакова Екатерина;Продавец-кассир;20000;25000;net;hh
Республика Башкортостан;Респ Башкортостан;г Уфа;7339e834-2cb4-4734-a4c7-1fca2c66e562;БравоМастер;Продавец-кассир;20000;22000;gross;hh
Красноярский край;Красноярский край;Ирбейское с;c30b0a91-221e-436d-bbdb-4b5ad7759783;Щербакова Екатерина;Продавец-кассир;20000;25000;net;hh
Московская область;Московская обл;г Воскресенск;555e9f1b-627a-4444-b19e-27fb9d67a093;Рокинмед;Продавец-кассир;20000;30000;net;hh
Республика Адыгея;Респ Адыгея;г Майкоп;8cfbe842-e803-49ca-9347-1ef90481dd98;фирма БАС;Продавец-кассир;20000;26000;net;hh
Красноярский край;Респ Крым;Партизанское с;40093ee5-bf72-4f67-85ec-2e5662d5b128;Щербакова Екатерина;Продавец-кассир;20000;25000;net;hh
Красноярский край;Красноярский край;Нижний Ингаш пгт;be49b32d-e497-42fd-9226-de82baaa9c96;Щербакова Екатерина;Продавец-кассир;20000;25000;net;hh
Красноярский край;Красноярский край;Нижняя Пойма пгт;e2af4fa8-38b2-4787-a327-62a01cedebf7;Щербакова Екатерина;Продавец-кассир;20000;25000;net;hh
Республика Татарстан;Респ Татарстан;г Набережные Челны;748d7afa-7407-4876-9f40-764ecdd09bbd;Воблабеер;Продавец-кассир;25000;35000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;MARMALATO;Продавец-кассир;22000;25000;net;hh
Волгоградская область;Волгоградская обл;г Волжский;bc5ed788-84c8-493e-9598-7a15a9f1e4c1;СушиВесла;Продавец-кассир;23000;33000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Суши WOK;Продавец-кассир;26400;39000;net;hh
Удмуртская Республика;Удмуртская Респ;г Ижевск;deb1d05a-71ce-40d1-b726-6ba85d70d58f;Айрапетян Артур Самвелович;Продавец-кассир;25000;31500;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Филиппова Наталья Николаевна;Продавец-кассир;30000;40000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Калинка Малинка;Продавец-кассир;32000;45000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Магнолия, Сеть магазинов;Продавец-кассир;38000;43000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;APETI.RU;Продавец-кассир;50000;60000;net;hh
Московская область;Московская обл;г Балашиха;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;Thai-Cosmetics;Продавец-кассир;1500;2000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;LC Waikiki;Продавец-кассир;30000;35000;net;hh
Московская область;Московская обл;г Королёв;819d6910-b4d1-474f-ad10-c1fa944dfca4;Фурина Надежда Сергеевна;Продавец-кассир;35000;50000;net;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Nuance Basel;Продавец-кассир;26000;26000;gross;hh
Московская область;Московская обл;г Луховицы;7c6d9ebf-8b6a-4435-a174-eb8018f7c598;ВЕРНЫЙ, Сеть магазинов;Продавец-кассир;25000;30000;gross;hh
Ленинградская область;Ленинградская обл;Аннино п;e48a1d26-f32a-4b9c-8aed-a1c40277191d;Сладкая Полка;Продавец-кассир;20000;45000;net;hh
Удмуртская Республика;Удмуртская Респ;г Сарапул;e69a280f-9064-490e-bae0-8bd39527872f;Галамарт;Продавец-кассир;21000;21000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Суши WOK;Продавец-кассир;26400;39000;net;hh
Республика Мордовия;Респ Мордовия;г Саранск;1ccfdc3c-be0f-4e42-ab4d-98f90de972d9;Капитонова Елена Няилевна;Продавец-кассир;16000;20000;gross;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Ля Ми;Продавец-кассир;30000;35000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;46200;68200;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;Московская обл;г Мытищи;5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;Московская обл;г Химки;d76255c8-3173-4db5-a39b-badd3ebdf851;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Кировская область;Кировская обл;г Слободской;78659084-9da4-4f69-bcf1-b12be08d473a;Мир обуви;Продавец-кассир;25000;45000;net;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Канцелярия Плюс;Продавец-кассир;25000;40000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Пивко (Бакаева Татьяна);Продавец-кассир;1500;2500;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Дары Северного Кавказа;Продавец-кассир;40000;70000;gross;hh
Республика Крым;Респ Крым;г Ялта;c64ea472-28c6-4242-968f-0e1a08830f8e;United colors of Benetton Ялта;Продавец-кассир;35000;70000;net;hh
Ленинградская область;Ленинградская обл;г Кингисепп;ef14bc6b-dd76-4264-bb40-c0fd8a60985b;Красное и Белое;Продавец-кассир;32000;38000;net;hh
Приморский край;Приморский край;г Владивосток;7b6de6a5-86d0-4735-b11a-499081111af8;Альянсгрупп;Продавец-кассир;30000;40000;gross;hh
Приморский край;Приморский край;г Уссурийск;de7335fb-9baa-48eb-927d-0bb299b2e5bc;Leran;Продавец-кассир;20000;50000;gross;hh
Красноярский край;Красноярский край;г Красноярск;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd;Командор, сеть супермаркетов;Продавец-кассир;20000;24000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Рыбацкое Дело;Продавец-кассир;35000;40000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Компания Руспыш;Продавец-кассир;45000;60000;net;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;Работут;Продавец-кассир;18000;20000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Виктория, Сеть супермаркетов;Продавец-кассир;29395;37000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Бетховен сеть зоомагазинов;Продавец-кассир;25000;30000;net;hh
Московская область;Московская обл;г Подольск;b22cf685-e391-42c8-aab5-a9aadb9193d4;Мясоперерабатывающий завод «РЕМИТ»;Продавец-кассир;35000;40000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Премиум пивоварня крафтового пива Glaisbeer;Продавец-кассир;18000;35000;net;hh
Московская область;Московская обл;г Видное;9a72b510-9413-41d8-b076-576fbfd78404;КС Интернешнл;Продавец-кассир;33000;40000;gross;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;Вчерашний Виталий Валерьевич;Продавец-кассир;31000;35000;net;hh
Ленинградская область;Ленинградская обл;г Тосно;165119d1-6555-4473-8b90-46ec517b4076;ТД РОСИЯ;Продавец-кассир;28000;30000;net;hh
Республика Северная Осетия-Алания;Респ Северная Осетия - Алания;г Владикавказ;20ea2341-4f49-4c5c-a9dc-a54688c8cc61;FIX PRICE;Продавец-кассир;23000;23000;gross;hh
Ставропольский край;Ставропольский край;г Пятигорск;9b0efbd0-22bb-400d-86db-ddc69b9939d9;FIX PRICE;Продавец-кассир;23000;23000;gross;hh
Ставропольский край;Ставропольский край;Левокумское с;0232ea7c-afc4-4c81-975a-7be2d75b59fe;FIX PRICE;Продавец-кассир;22000;22000;gross;hh
Омская область;Омская обл;г Омск;140e31da-27bf-4519-9ea0-6185d681d44e;Ярд;Продавец-кассир;45000;60000;net;hh
Ставропольский край;Ставропольский край;г Пятигорск;9b0efbd0-22bb-400d-86db-ddc69b9939d9;Русское поле, ТД;Продавец-кассир;25000;35000;gross;hh
Белгородская область;Белгородская обл;г Белгород;02e9c019-ab4d-4fa0-928e-d6c0a41dc256;Нефедов Михаил Николаевич;Продавец-кассир;23000;30000;net;hh
Краснодарский край;Краснодарский край;г Новороссийск;16ac039a-5257-4715-a8c5-d6bd9e617b53;Бурдакова Татьяна;Продавец-кассир;21000;24000;net;hh
Республика Марий Эл;Респ Марий Эл;г Йошкар-Ола;0648e41c-a09b-4eac-91cd-8cf61b9ccb7b;Обухов Павел Александрович;Продавец-кассир;25000;27000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Азбука вкуса;Продавец-кассир;40000;50000;gross;hh
Московская область;Московская обл;г Подольск;b22cf685-e391-42c8-aab5-a9aadb9193d4;Модный город;Продавец-кассир;30000;35000;net;hh
Томская область;Томская обл;г Томск;e3b0eae8-a4ce-4779-ae04-5c0797de66be;Ваш персонал;Продавец-кассир;21000;25000;net;hh
Республика Калмыкия;Респ Калмыкия;г Элиста;d5bd18b9-22c1-48e2-9b4a-3b7a4c89a3cb;КАРИ;Продавец-кассир;25000;30000;gross;hh
Ямало-Ненецкий АО;Ямало-Ненецкий АО;г Новый Уренгой;4136d0c1-3ff7-44c0-aa30-fa2e7eb96ef7;КАРИ;Продавец-кассир;35000;50000;gross;hh
Калининградская область;Калининградская обл;г Калининград;df679694-d505-4dd3-b514-4ba48c8a97d8;Продуктовый магазин;Продавец-кассир;20000;25000;net;hh
Калининградская область;Калининградская обл;г Калининград;df679694-d505-4dd3-b514-4ba48c8a97d8;Продуктовый магазин;Продавец-кассир;20000;25000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Вертэкс;Продавец-кассир;22500;40000;net;hh
Калужская область;Калужская обл;г Калуга;b502ae45-897e-4b6f-9776-6ff49740b537;BEERHOUSE;Продавец-кассир;25000;35000;net;hh
Республика Крым;г Севастополь;г Севастополь;6fdecb78-893a-4e3f-a5ba-aa062459463b;Пугачев Виталий Владимирович;Продавец-кассир;20000;30000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Кондитерская Вкусняшка;Продавец-кассир;30000;40000;net;hh
Челябинская область;Челябинская обл;г Челябинск;a376e68d-724a-4472-be7c-891bdb09ae32;Агалит;Продавец-кассир;20000;30000;net;hh
Хабаровский край;Хабаровский край;г Хабаровск;a4859da8-9977-4b62-8436-4e1b98c5d13f;Янтарь;Продавец-кассир;30000;35000;net;hh
Алтайский край;Алтайский край;г Барнаул;d13945a8-7017-46ab-b1e6-ede1e89317ad;Алтайхлеб;Продавец-кассир;23000;23000;net;hh
Иркутская область;Иркутская обл;г Ангарск;82b6b7c8-82a4-44b2-8bc7-691373706b89;Командор, сеть супермаркетов;Продавец-кассир;19000;22000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;MARMALATO;Продавец-кассир;20000;25000;net;hh
Приморский край;Приморский край;г Находка;225a3506-35aa-4456-8bd7-244bdfbc4eaf;Компания Санвэй;Продавец-кассир;23000;28000;net;hh
Приморский край;Приморский край;г Владивосток;7b6de6a5-86d0-4735-b11a-499081111af8;Алеут;Продавец-кассир;30000;45000;net;hh
Ульяновская область;Ульяновская обл;г Ульяновск;bebfd75d-a0da-4bf9-8307-2e2c85eac463;Галамарт (ИП Федоренко Павел Анатольевич);Продавец-кассир;21000;24000;net;hh
Московская область;Московская обл;г Одинцово;6ae8ad9e-aa6c-4849-92d8-8e637059c9b0;JCat.ru;Продавец-кассир;35000;42000;gross;hh
Московская область;Московская обл;г Химки;d76255c8-3173-4db5-a39b-badd3ebdf851;КАРИ;Продавец-кассир;30000;50000;gross;hh
Ханты-Мансийский АО - Югра;Ханты-Мансийский Автономный округ - Югра;г Нижневартовск;0bf0f4ed-13f8-446e-82f6-325498808076;Витаминка;Продавец-кассир;35000;45000;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;Концерн «Покровский»;Продавец-кассир;22500;25000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Карлос;Продавец-кассир;35000;45000;gross;hh
Московская область;Московская обл;г Химки;d76255c8-3173-4db5-a39b-badd3ebdf851;КАРИ;Продавец-кассир;30000;50000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;КАРИ;Продавец-кассир;30000;45000;net;hh
Республика Крым;Респ Крым;;113d9da9-0316-4213-94b0-94ecb66a5d6e;Иванова Татьяна Борисовна;Продавец-кассир;30000;35000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;МИЛТИ;Продавец-кассир;30000;50000;net;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;Работут;Продавец-кассир;20000;25000;net;hh
Костромская область;Костромская обл;г Кострома;14c73394-b886-40a9-9e5c-547cfd4d6aad;КАРИ;Продавец-кассир;15600;25000;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;Кафе-кондитерская Патисари;Продавец-кассир;20000;25000;net;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;Бурыкин Алексей Юрьевич;Продавец-кассир;20000;35000;net;hh
Ростовская область;Ростовская обл;г Шахты;dee2e80e-f2e1-4a68-93b0-b7b89b6f3e74;ГК Дамате;Продавец-кассир;30000;30000;gross;hh
